,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,Rand
8869,5wtkHX4vwngLJixEoyPwtR,Slank,Road To Peace,Mars Slankers,35,147522,FALSE,0.374,0.65,7,-6.014,1,0.0421,0.145,0,0.327,0.391,132.82,4,blues,0.487352668
35259,55tO0KAE7HsVMcqPT7qG2p,John Amplificado;Vitor e Luan,Ao Vivo Em Goiânia,Não Deixe Ele Saber - Ao Vivo,44,165521,FALSE,0.672,0.772,6,-2.921,1,0.0623,0.289,0,0.0743,0.883,80.021,4,forro,0.548781476
87826,5Jr4QXPpVCvZNfeKAAiqgA,Maneva,Metamorfose Ambulante (Ao Vivo),Metamorfose Ambulante - Ao Vivo,41,207706,FALSE,0.715,0.384,10,-9.641,1,0.257,0.529,3.74E-06,0.307,0.451,139.993,4,r-n-b,0.047772765
87169,2ScU6iEvgb0TIuKiyem9rg,Charlie Brown Jr.,Acústico (Ao Vivo),Proibida Pra Mim (Grazon) - Ao Vivo,48,151666,FALSE,0.345,0.976,8,-4.74,1,0.0487,0.000587,0.0507,0.487,0.818,181.121,4,r-n-b,0.201680031
77398,5J8tRwwg8r3rBRBGxeGtgX,Kamisa 10,Bloco Resenha: Tá Vendo Aquela Lua / Que Situação / Valeu / Derê / Livre pra Voar / Brilho de Cristal / Deixa Acontecer / Vergonha na Cara / Tchau e Bença (Ao Vivo),Bloco Resenha: Tá Vendo Aquela Lua / Que Situação / Valeu / Derê / Livre pra Voar / Brilho de Cristal / Deixa Acontecer / Vergonha na Cara / Tchau e Bença - Ao Vivo,46,682202,FALSE,0.685,0.828,2,-6.603,1,0.0766,0.66,0,0.942,0.757,99.989,4,pagode,0.93536704
10968,0BrYmJGUDvvJLcpz0EXVwg,Aphrodite,Aphro Classics 4,Underworld,9,406190,FALSE,0.744,0.933,2,-1.945,1,0.0594,0.00862,0.154,0.189,0.269,86.767,4,breakbeat,0.260124087
92276,1EIvjDvoKjwhokJsigvleb,Elvis Presley;Royal Philharmonic Orchestra,The Wonder of You: Elvis Presley with the Royal Philharmonic Orchestra,Always on My Mind - with The Royal Philharmonic Orchestra,56,217746,FALSE,0.29,0.593,7,-7.971,1,0.039,0.563,0.0235,0.127,0.275,89.521,4,rockabilly,0.111189748
112218,2pMJHVV8TRnh6hWsoEsJhu,Teoman,Gönülçelen,Hayalperest,42,193626,FALSE,0.536,0.62,8,-7.015,0,0.0288,0.00313,0.00408,0.348,0.315,92.231,4,turkish,0.54790618
57931,3gUpg2O28QtrGKMGGqwiFp,Hayley Williams,Coffee Chill,Pure Love,0,187086,FALSE,0.79,0.475,0,-6.787,1,0.0585,0.0772,7.58E-05,0.125,0.827,95.003,4,indie,0.177267278
32308,4CVpFQ85BvyfZdguokt6zq,San Holo;Jai Wolf,We Will Meet Again,We Will Meet Again,31,201199,FALSE,0.401,0.78,1,-6.407,0,0.0556,0.365,0.00517,0.129,0.247,134.872,4,electronic,0.450681072
104900,2XYh73KMOpp4nLC1ZqE6y6,El Canto Del Loco,De Personas a Personas,La Suerte de Mi Vida,22,218626,FALSE,0.549,0.829,8,-3.977,1,0.0376,0.0141,5.75E-05,0.281,0.649,132.009,4,spanish,0.121742841
85322,7M7vBoHAwzFQaMf8VaVIn4,Die Ärzte,Die Bestie in Menschengestalt,Friedenspanzer,42,237026,FALSE,0.515,0.927,5,-5.873,0,0.0591,0.00765,0,0.564,0.516,111.074,4,punk-rock,0.924235948
55563,4g4VMpPM8CJAL38LeXl97p,Pritam;Rahat Fateh Ali Khan,Once Upon A Time In Mumbaai,Tum Jo Aaye (Reprise),47,267513,FALSE,0.49,0.819,9,-4.239,1,0.0884,0.328,0,0.288,0.803,83.274,4,indian,0.229316998
98234,6LMzngBmH9gIQUqi8xkZJc,Josh Gad,Die Eiskönigin 2 (Deutscher Original Film-Soundtrack/Deluxe Edition),Unmeltable Me - Outtake,29,85306,FALSE,0.685,0.435,0,-8.804,1,0.622,0.402,0,0.312,0.765,79.168,4,show-tunes,0.947278444
99794,0i8hZtitr0g39rmvb24KJW,Madeline The Person,Give You Love - Cozy Hits,Why I Broke Up with You,0,163240,FALSE,0.619,0.469,10,-7.387,1,0.0373,0.797,5.55E-05,0.103,0.525,77.662,4,singer-songwriter,0.772367783
82338,2HVIfgb2kooROnL3H8Wefe,Dillinger Four,C I V I L W A R,Minimum Wage Is a Gateway Drug,27,141706,FALSE,0.365,0.973,2,-3.446,1,0.0876,0.0396,0.503,0.689,0.457,179.839,4,power-pop,0.290808847
3425,2ZLe81mFJfD39BqIy3zkWb,No Doubt,Обратно в клас - rock,Don't Speak,0,262746,FALSE,0.508,0.752,5,-5.439,0,0.0343,0.251,2.10E-05,0.142,0.554,76.07,4,alternative,0.088928243
46572,6Dtl4TnL9buWnPr3om1tPV,Korsakoff,Korsakoff Pres. Pink Noise,About You,19,286875,FALSE,0.55,0.956,1,-5.166,0,0.0869,0.427,0.163,0.0707,0.266,150.031,4,happy,0.615279218
107296,6QlUTpx2QFrjDpEY8O9OTv,Tubeway Army,Disciples Liberation The Ultimate Fantasy Playlist,I Only Rewind,0,250026,FALSE,0.627,0.704,0,-8.415,1,0.0497,0.0458,0.0859,0.113,0.781,141.891,4,synth-pop,0.87666497
25385,6NcruLjcmzmgwwpW09HXzT,Almklausi;Specktakel,Après Ski Megahits 2023,Mama Laudaaa - Apres Ski Edition,0,215976,FALSE,0.614,0.974,11,-2.153,1,0.102,0.199,0,0.358,0.896,140.027,4,disco,0.759965644
19767,3ZGT5qugV3L6AgB9DswiQp,Tyler Rich,Sad Country Songs,Trucks Don't Lie,2,209046,FALSE,0.424,0.774,1,-4.35,1,0.0359,0.0573,8.54E-06,0.0854,0.346,76.888,4,country,0.856946794
48054,6iBL6TOzsO75Yz0cG1MO0o,The Prophet,Wanna Play?,Wanna Play?,65,201451,FALSE,0.569,0.996,5,-0.45,1,0.224,0.198,0.0114,0.707,0.461,100.02,3,hardcore,0.374059051
91546,5nNQahs5mbb10bdHqcznWT,The Cranberries,Halloween Scary Party,Zombie,0,307440,FALSE,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock,0.9593592
11870,23kJoeGdRmn1OG15XIlRRI,Alice Russell,To Dust,Citizens,44,167400,FALSE,0.883,0.277,7,-9.518,0,0.0606,0.811,0.00015,0.0808,0.628,94.998,4,british,0.325151392
83606,5Qw6359qWB9JdwIXYS0lxj,Dimitri Vegas & Like Mike;Sander van Doorn;Martin Garrix,Project T (Martin Garrix Remix),Project T - Martin Garrix Remix,41,312197,FALSE,0.561,0.725,9,-7.212,0,0.042,0.00358,0.857,0.0872,0.117,127.993,4,progressive-house,0.227579793
44197,0MoCAi2bKmgWIzJ6A53jml,Tonic,Fiesta temática 90s,You Wanted More,0,233800,FALSE,0.336,0.949,2,-4.736,1,0.105,0.000174,0,0.237,0.597,182.62,4,grunge,0.946449719
94103,77DWIyyUsc9S8T9immHtdm,Lilorx,Stay With Me B Boost,Stay With Me B Boost,56,118128,FALSE,0.664,0.753,3,-8.894,1,0.344,0.348,0.694,0.431,0.312,94.91,4,sad,0.924163542
14806,34nA4AAa87YtoiRpEAujP7,WowKidz,50 Top Hindi Nursery Rhymes,Laal Tamatar,18,53916,FALSE,0.75,0.507,8,-6.886,1,0.548,0.669,0,0.059,0.644,180.039,4,children,0.107700434
99528,2RotDMmg3PeoEFLiqsXUS7,Sara Kays,Coffee Moment,When You Look at Me,0,170375,FALSE,0.641,0.293,2,-10.711,1,0.0291,0.836,0,0.217,0.373,129.849,4,singer-songwriter,0.339852523
18876,2kHorvmyeydZBaWZEX8ZKt,Gary Gulman,No Can Defend,Undone by a Semicolon,21,270986,TRUE,0.572,0.92,9,-4.729,0,0.949,0.875,0,0.874,0.411,67.376,3,comedy,0.330592344
43849,788uJvGtd7xPaFhVHeN0bb,Cavalera Conspiracy,Groove Metal Roots & Branches,Ultra-Violent,0,226533,FALSE,0.336,0.976,10,-4.086,0,0.216,8.90E-05,0.00218,0.122,0.222,110.682,4,groove,0.60850676
20588,27g5jb8SH4CZrPWZFVmq97,Cardi B;Bad Bunny;J Balvin,Today's Party Hits,I Like It,0,253390,TRUE,0.815,0.727,5,-3.998,0,0.128,0.101,0,0.372,0.649,136.045,4,dance,0.929335807
667,414FqRxeG518IkFrmzdQjt,Boyce Avenue,Easy on Me,Easy on Me,52,260040,FALSE,0.586,0.514,2,-6.267,1,0.0269,0.56,0.000347,0.122,0.27,142.021,4,acoustic,0.860073868
51419,7JoI4RoMUdZXBgIs7ZkhHV,Sidhu Moose Wala,Moosetape,B & W,60,245454,FALSE,0.886,0.749,8,-4.142,0,0.0966,0.185,0,0.0983,0.833,131.924,4,hip-hop,0.460650434
31192,4e4DujMLh9227SuYdFsHK2,Swedish House Mafia;John Martin,Обратно в клас - pop,Don't You Worry Child - Radio Edit,0,211360,FALSE,0.609,0.83,11,-3.229,0,0.0552,0.117,0,0.18,0.478,128.986,4,electro,0.719010941
91914,5qqabIl2vWzo9ApSC317sa,Oasis,(What's The Story) Morning Glory? [Remastered],Wonderwall - Remastered,78,258773,FALSE,0.378,0.896,2,-4.066,1,0.0407,0.000452,0,0.194,0.469,174.302,4,rock,0.22513167
45106,0tL8cNoUgDw6Yr9GKNO6SS,Los Amores Recientes,Villa Traful,Villa Traful,50,191500,FALSE,0.425,0.137,2,-15.965,1,0.0843,0.985,0.956,0.117,0.232,180.524,4,guitar,0.106730779
40706,4M7zH6rJM4BOUkqdBp3fHE,Julia Vitória;One Service Project,Som das Águas (Ao Vivo),Som das Águas - Ao Vivo,39,327213,FALSE,0.603,0.869,1,-4.924,0,0.0423,0.0446,1.42E-06,0.706,0.51,96.94,4,gospel,0.499486379
86724,7xm00X2IBPQD2QDDFxCGj1,Tronic,Ke Patine la Risa,Otra Vez,39,145000,FALSE,0.485,0.921,0,-2.004,1,0.0592,0.00654,0.00246,0.33,0.963,181.932,4,punk,0.332576519
94847,0yldWDxxRIsO0BqPlVDd8H,Dro Kenji;Scorey;Internet Money,WITH OR WITHOUT YOU,FINDERS KEEPERS (FEAT. SCOREY & INTERNET MONEY),53,127826,TRUE,0.799,0.493,1,-9.899,1,0.25,0.0714,0,0.123,0.32,92.003,4,sad,0.710758287
42873,0o4JAXu82cK4o9OZKjsd5T,Napalm Death,From Enslavement To Obliteration (Full Dynamic Range Edition),Practice What You Preach,11,84560,FALSE,0.338,0.842,5,-12.368,0,0.0799,1.80E-06,0.952,0.0993,0.341,101.556,1,grindcore,0.787387081
1891,0sleOewdchPv0eTOHzlYEF,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),Radar,18,247586,FALSE,0.575,0.771,2,-5.977,1,0.0395,0.199,0.00019,0.0882,0.696,77.394,4,afrobeat,0.481077102
23987,3YcAw0Uc94mb7n8DHMFWRa,Max Manie,Sunday EP,"Sunday - KlangTherapeuten ""Looking For Summer"" Remix",56,368000,FALSE,0.655,0.54,3,-10.11,1,0.031,0.0178,0.86,0.0899,0.375,124.041,4,deep-house,0.906343006
25294,7DO2Jjx3HOUUuTQPVhzWTS,Sylvester,Disco Boogie Mood,You Make Me Feel (Mighty Real),1,400115,FALSE,0.629,0.851,5,-11.182,0,0.0294,0.0309,0.303,0.0947,0.961,130.7,4,disco,0.662440959
81231,7zhGGe03gWqlrZgE2n8qEf,Ed Sheeran,La Fine dell'Estate,Perfect,5,263400,FALSE,0.598,0.448,8,-6.312,1,0.0232,0.162,0,0.106,0.168,95.009,3,pop,0.115526501
111379,0RFduQOfkrP1jhoV0m8US2,Air,Talkie Walkie,Surfing on a Rocket,51,223373,FALSE,0.505,0.755,8,-7.568,1,0.0315,0.00076,0.0725,0.348,0.532,157.993,4,trip-hop,0.446224982
22856,3FmwGAiRsA3gpa9kxJJxNh,Xaon,The Lethean,The Hunt,21,302346,FALSE,0.429,0.863,9,-9.249,1,0.0829,1.58E-05,0.0454,0.0593,0.136,105.041,3,death-metal,0.404013832
75625,7qD4aSbbZT1Z5guskaz2eG,Peter Kater,Elements Series: Etheria,Waxing Moon,21,467565,FALSE,0.258,0.268,2,-12.475,0,0.0309,0.982,0.912,0.0703,0.0926,59.942,4,new-age,0.935788739
20307,2ekn2ttSfGqwhhate0LSR0,Dua Lipa,Dua Lipa (Deluxe),New Rules,81,209320,FALSE,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,4,dance,0.750676751
64977,01N4rGD2WJZewp4RAu8034,Kızılırmak,Figan,Kime Kin Ettin,37,257600,FALSE,0.619,0.318,3,-11.953,1,0.0384,0.839,8.75E-06,0.2,0.627,140.725,1,jazz,0.585149763
37394,7CRq6EqepmU0tCp21MFkeq,James Brown,Christmas Eve At Home,Santa Claus Go Straight To The Ghetto,0,181052,FALSE,0.639,0.61,0,-6.101,1,0.0446,0.481,0,0.203,0.812,139.608,4,funk,0.807423873
61383,4hKQRuNO9Wne8ZSTH0pgQO,NMB48,純情U-19 (劇場盤),純情U-19,22,227866,FALSE,0.538,0.985,2,-2.731,0,0.142,0.0125,0.000235,0.361,0.514,137.981,4,j-idol,0.809558378
64821,4YjAQxCMyQaz0j5C1OIARr,Helen Humes,Blue and Sentimental,Flippity Flop Flop,40,124253,FALSE,0.729,0.216,0,-10.865,1,0.0795,0.735,0,0.0615,0.755,129.851,4,jazz,0.828016683
4609,0d0oCKpagxERDFdn0jxrcj,Abel Korzeniowski,Nocturnal Animals (Original Motion Picture Soundtrack),Wayward Sisters,48,175706,FALSE,0.281,0.443,6,-12.56,0,0.0322,0.699,0.92,0.155,0.055,97.833,3,ambient,0.491042091
39673,0oz9ITtPIt3iI1nzdVX9L2,Hans Zimmer;Junkie XL;Tina Guo,Epic Soundtracks and Orchestral Music,Wonder Woman Main Theme,35,223873,FALSE,0.42,0.76,11,-9.57,0,0.0838,0.00828,0.841,0.0893,0.0447,143.965,1,german,0.574196116
76863,1Qe9a8w7LdX9uQjzyRn8Sc,The Celtic Tenors,Timeless,She Was Beautiful,19,200600,FALSE,0.15,0.229,5,-10.017,1,0.0321,0.957,0.00474,0.0941,0.135,176.518,4,opera,0.583940988
96457,0iiwZzWwyrjhXrYqHPLWPI,Paulinho Da Viola,Meus Momentos: Paulinho Da Viola,Sinal Fechado,40,183626,FALSE,0.555,0.184,4,-16.305,0,0.0365,0.987,0.711,0.0975,0.259,122.737,4,samba,0.638580116
26565,5pYQPk3qYgTcTMvcP643jo,Lasse Vermeli;Maria Haukaas Mittet,Aladdin (Originalt Norsk Soundtrack),En helt ny verden,21,175593,FALSE,0.347,0.381,7,-7.713,1,0.0328,0.428,0,0.163,0.172,120.934,4,disney,0.80157134
71382,57wRFUIAiZfURSiep1assa,Shemhamforash,Apophis,Apophis,47,428000,FALSE,0.265,0.983,11,-7.109,1,0.139,5.64E-06,0.765,0.04,0.106,120.087,4,metal,0.06723912
87799,0TBBrqwC87pusube1JOiw9,La Original Banda El Limón de Salvador Lizárraga,Nuestra Colección de Oro,Que Se Te Olvidó,42,207453,FALSE,0.728,0.333,10,-11.611,1,0.0387,0.462,0,0.112,0.966,102.586,4,r-n-b,0.784919826
110680,2JtLVLcBKBoMoM3C8OMtu4,Ilan Bluestone;Maor Levi;EL Waves;Spencer Brown,Scars (Remixed),Will We Remain? - Spencer Brown Remix,46,365714,FALSE,0.789,0.701,6,-6.582,0,0.035,0.00202,0.418,0.117,0.326,126.005,4,trance,0.223961719
31349,3krIviFWLeyjPTxqT6eaPL,Charli XCX;Tiësto,House Anthems,Break the Rules - Tiësto Remix,2,265049,TRUE,0.668,0.982,8,-2.46,1,0.0433,0.00032,0.114,0.253,0.415,127.986,4,electro,0.216581574
18074,3LNnPvkxj4m1lOWvSyTihG,Larry The Cable Guy,We've Been Thinking,Family Outings,27,244697,FALSE,0.563,0.794,6,-10.696,0,0.93,0.79,0,0.466,0.327,127.615,3,comedy,0.678606541
104459,4OCNsjtd1odv6LQfVa00cs,Brock Ansiolitiko,A centímetros de ti,A centímetros de ti,29,207957,FALSE,0.592,0.599,9,-6.195,1,0.0325,0.884,0.000241,0.0986,0.534,149.901,4,spanish,0.548934914
84628,4yQCgQVUIRBUnLdmXtZ0bo,Steve Miller Band,Book Of Dreams,Winter Time,51,192226,FALSE,0.392,0.389,10,-17.604,0,0.0422,0.497,0.702,0.297,0.251,103.659,4,psych-rock,0.515688328
52465,2DVSIiwcO9VYsrIU025c8G,Ernest Tubb,Retrospective (Volume 2),Boogie Woogie Baby,14,126626,FALSE,0.814,0.349,2,-15.185,1,0.0651,0.719,0,0.203,0.932,98.501,4,honky-tonk,0.510024114
51297,5NEGfbKMcNuEWOzpWufScA,Anirudh Ravichander;Shakthisree Gopalan,Vikram Vedha (Original Motion Picture Soundtrack),Yaanji,62,270375,FALSE,0.692,0.624,9,-6.492,0,0.0337,0.368,0,0.108,0.487,132.896,4,hip-hop,0.806312675
12604,4tFZI85Z61VYuBYTtCrWqQ,Karen Mok,做自己 TO BE,他不愛我,48,239120,FALSE,0.595,0.352,7,-10.345,1,0.0293,0.201,3.08E-06,0.143,0.139,120.006,4,cantopop,0.42549365
16448,3qgv8j1ftrLbh1oX4BhPyL,Sergei Prokofiev;Chicago Symphony Orchestra;Claudio Abbado,Classical Christmas 2022,"Lieutenant Kijé, Symphonic Suite, Op. 60: IV. Troïka",0,164000,FALSE,0.375,0.145,2,-18.732,1,0.0361,0.963,0.889,0.128,0.329,77.903,4,classical,0.647256722
4431,5shiLLxKQ4U7XLELZeXzxy,Novo Amor;Ed Tullett;Lowswimmer,Heiress,Terraform,50,251920,FALSE,0.475,0.218,11,-11.49,1,0.0304,0.979,0.385,0.282,0.193,71.967,4,ambient,0.827396922
26616,3pmg5gO8X6tC0bnnJ0ajeZ,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),二人から少しずつ,20,135133,FALSE,0.548,0.285,4,-7.996,1,0.077,0.804,0,0.0916,0.599,89.632,3,disney,0.733639947
93499,6sfr06qqBzJNSRLBMLMewi,Nikolay Kopylov,Две гитары (Старинные Русские Романсы)/ Two Guitars (Ancient Russian Romances),Тебя любить (Loving You),0,173680,FALSE,0.537,0.247,4,-12.172,0,0.0817,0.938,0.00143,0.0975,0.306,72.536,3,romance,0.432125402
95506,5H16IgOmwLrs4nwwmiU4XZ,Grupo Galé,Después Del Silencio,Y Un Día Te Fuiste,29,264706,FALSE,0.522,0.735,9,-12.97,0,0.0483,0.367,3.29E-05,0.0544,0.933,180.805,4,salsa,0.97238031
30219,4255amV4enzl28KAn16rUO,Lost Frequencies,Less Is More,Are You With Me,74,138013,FALSE,0.763,0.608,5,-8.1,0,0.035,0.262,2.50E-05,0.12,0.393,121.02,4,edm,0.989059894
98602,2p0FjrYZlNhEejQOLXHP2n,Barrett Wilbert Weed;Ryan McCartan,Heathers: The Musical (World Premiere Cast Recording),Seventeen,59,191533,FALSE,0.336,0.217,9,-9.4,1,0.0487,0.662,0,0.315,0.302,77.158,4,show-tunes,0.848312182
2392,19zJggaQrCRG3AibCbjXcJ,La Ley,Rock un sentimiento vol. I,Si Tu No Estas Aqui,0,184253,FALSE,0.732,0.348,2,-17.078,1,0.0476,0.0484,0.185,0.197,0.963,126.142,4,alt-rock,0.834144008
1949,7cvpJTt2UAKaIFh2B1rE2u,Wganda Kenya,Diablos del Ritmo 1960-1985: The Colombian Melting Pot (Analog Africa No. 12),El Caterete,17,254720,FALSE,0.55,0.921,2,-6.961,1,0.0496,0.377,2.37E-05,0.312,0.76,117.833,4,afrobeat,0.616811857
47180,1mtev3SN07O0NpNd6j0g5L,Styx,Best 70s Rock Tunes,First Time,0,265133,FALSE,0.269,0.386,0,-9.557,1,0.0335,0.286,0,0.126,0.156,77.882,4,hard-rock,0.112475634
22634,3iVv2yAUAlh6rzVrqV55xU,Bleeding Through,The Truth,For Love And Failing,23,213640,TRUE,0.268,0.985,4,-2.406,0,0.211,0.000907,0,0.361,0.121,144.854,4,death-metal,0.753091187
74577,6S9HBK7NeXlPYFb2F6DIWu,Diogo Nogueira,Alma Brasileira (Ao Vivo / Edição Especial),Se A Fila Andar - Ao Vivo,41,231026,FALSE,0.626,0.746,7,-7.475,1,0.0402,0.698,0,0.687,0.759,104.079,4,mpb,0.712665951
112356,3UsAv3f3IgAIaPK2NBSih8,Ahiyan,Zindan,Zindan,41,136901,FALSE,0.65,0.519,6,-7.886,0,0.129,0.307,0.00284,0.104,0.515,141.892,4,turkish,0.152029076
55862,3PYi6X6VPkuVO42zP4fGEP,Nucleya;DIVINE,Raja Baja,Scene Kya Hai,42,152112,FALSE,0.606,0.899,0,-6.827,1,0.266,0.00185,9.52E-06,0.732,0.689,141.923,4,indian,0.36466758
18340,2OcyodD7U5yKlsi7ET402f,Stephen Lynch,Superhero,What If That Guy from Smashing Pumpkins Lost His Car Keys?,24,52813,TRUE,0.433,0.235,5,-14.07,1,0.0679,0.784,9.44E-05,0.382,0.452,145.245,4,comedy,0.81947037
66569,3UoKChIH3PTt3B5OtPCDBE,Anthony Broughton,In the B-Hive with Mister B: Inspirational & Educational Children's Hip Hop Music,Clean up as a Team,10,233376,FALSE,0.956,0.416,9,-13.414,0,0.289,0.0328,0,0.0825,0.639,131.993,4,kids,0.295350703
21367,5jqh2kAjz4GxjOS3HHSz17,Burna Boy,Twice As Tall,Bank On It,57,276536,FALSE,0.784,0.388,1,-8.931,1,0.207,0.29,0.00539,0.0971,0.472,93.011,4,dancehall,0.634468174
3194,0Bhf80gwbCronwcRHW8EZF,Evanescence,Rock & Halloween,Bring Me To Life,2,235893,FALSE,0.318,0.943,4,-3.188,0,0.107,0.00721,2.06E-06,0.242,0.298,189.985,4,alternative,0.786522691
110298,5gdg8veEXwC9qPnmXZN1x1,Issues,Emo Christmas 2022,"Merry Christmas, Happy Holidays",0,227973,FALSE,0.607,0.919,1,-5.432,1,0.172,0.0275,0,0.225,0.469,109.993,4,trance,0.776699416
103285,4oANLzDNbbY2rPpwGU3EsS,The Temptations,Calm Christmas,Silent Night,0,144480,FALSE,0.277,0.344,0,-11.713,1,0.0264,0.215,8.60E-06,0.185,0.241,89.643,3,soul,0.319413901
34152,5e4uOUdrpFCKC2kwnXWWtY,Prateek Kuhad,Shehron Ke Raaz,Shehron Ke Raaz,46,152320,FALSE,0.777,0.215,0,-13.706,1,0.0535,0.89,0.00773,0.109,0.221,111.017,4,folk,0.721283138
46209,0CLgqEoBCMtMlgY2sosTmD,2 Brothers On The 4th Floor,Fly (Through The Starry Night),Fly,23,208227,FALSE,0.696,0.898,0,-4.664,0,0.0329,0.0388,0.0646,0.461,0.759,134.028,4,happy,0.031809775
43038,6lwfxifb43h3svVBGNWKMb,Pascal Letoublon;Leony,pov: it's 2021,Friendships (Lost My Love),0,182700,FALSE,0.787,0.828,11,-3.579,0,0.0297,0.106,0.000605,0.105,0.544,119.953,4,groove,0.633238598
30196,7GVEjM8u2tyrtczh9Z1L0N,Avicii,Summer Music Festival Hits,Last Dance - Radio Edit,0,204375,FALSE,0.52,0.823,0,-5.152,1,0.0363,0.000364,0.289,0.14,0.158,127.981,4,edm,0.150820079
44947,3vL9lPWBuv0ZR3c5YmdhDl,Pearl Jam,Yield,Given to Fly,60,238866,FALSE,0.317,0.764,7,-7.076,1,0.0282,0.000294,0.099,0.0996,0.341,101.173,4,grunge,0.065799166
13733,4BZXFao5VOu684AV17vSpc,Gershon Jackson;House of Omni;Rona Ray,RAINDANCE,Raindance (feat. Rona Ray) - House of Omni Paradox Dubb Mixx,5,355200,FALSE,0.89,0.468,6,-10.627,0,0.339,0.0715,0.0107,0.0936,0.397,124.974,4,chicago-house,0.982618572
102141,7ujmpF0vCLlFJJBPmiFXQR,Bryan Adams,Christmas Songs 2022,Christmas Time,1,243057,FALSE,0.503,0.582,0,-4.324,1,0.0253,0.472,0,0.103,0.326,77.321,4,songwriter,0.879116817
73189,5L198N7yNzYIbj3V5UsbbB,Moonbootica,Techno Top 50: Edition 2022,Say More,0,341670,FALSE,0.8,0.841,6,-7.391,0,0.0646,6.71E-05,0.564,0.0366,0.763,124.003,4,minimal-techno,0.034165735
103011,4iLLyEZv9m2koIAjLDA04i,Ty Dolla $ign;The Weeknd;Wiz Khalifa;DJ Mustard,Good Vibes,Or Nah - Remix,2,242922,FALSE,0.793,0.348,1,-8.5,0,0.0855,0.214,0,0.0964,0.155,121.919,4,soul,0.246551766
13052,0IAHw4unc3A14Li5Xe8fa5,Romanthony;Dixon,Super Heavyweight,The Wanderer - Dixon Edit,17,426689,FALSE,0.845,0.327,8,-10.622,1,0.0541,0.0583,0.814,0.119,0.19,125.994,4,chicago-house,0.205242873
26818,4VztdFQ3qKRPPTozYCX6mj,René van Kooten,Beste Zangers Seizoen 9 (Aflevering 4 - Hoofdartiest Willeke Alberti),De Glimlach Van Een Kind,18,181877,FALSE,0.419,0.442,6,-11.646,0,0.0386,0.747,0,0.173,0.216,119.839,4,disney,0.972950066
73518,6QqpX2j8raMWtxeNiv5xVZ,Mark Dekoda;Droplex;Kati Winter,Syndrom,Syndrom,44,317538,FALSE,0.773,0.602,2,-9.772,1,0.045,0.0112,0.808,0.104,0.103,129.993,4,minimal-techno,0.001324042
72177,69P1IEJ9OHNBQtTQf9YRrM,Bad Omens,THE DEATH OF PEACE OF MIND,CONCRETE JUNGLE,61,220495,TRUE,0.551,0.841,1,-5.259,1,0.0402,0.00102,0.00432,0.0698,0.451,91.966,4,metalcore,0.232731109
83683,0sMA4yM4virFpGKst2Pt1N,MOTi,No Scrubs,No Scrubs,62,168196,FALSE,0.864,0.757,8,-6.545,0,0.0529,0.194,0.000939,0.133,0.554,122.011,4,progressive-house,0.739895241
102166,7Ewz6bJ97vUqk5HdkvguFQ,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Heaven,77,243360,FALSE,0.382,0.589,9,-7.315,0,0.0267,0.0465,0,0.122,0.335,140.059,4,songwriter,0.385472264
24649,283jEiFu9bTh2Ibeq7vJSM,A Number Of Names,Shari Vari Remixes Double Ep.,Shari Vari - DJ Godfather Ghetto Tech Mix,5,217473,FALSE,0.75,0.427,1,-11.063,1,0.0661,0.0142,0.719,0.14,0.266,150.002,4,detroit-techno,0.091980359
109917,1wKvdhEdWatU04C5yM7trX,T78;ROBPM,"Tektones, Vol. 3",Acid Lick,44,276818,FALSE,0.649,0.907,10,-7.016,1,0.0683,0.00194,0.834,0.112,0.236,131.989,4,techno,0.303814885
96503,2XcL0EUugd9IyDy3ajxbRd,Arlindo Cruz,Batuques do Meu Lugar (Ao Vivo),Meu Lugar - Ao Vivo,39,406920,FALSE,0.376,0.755,9,-9.471,0,0.061,0.719,5.67E-05,0.933,0.454,89.076,4,samba,0.548169874
82301,1ZB2qWsheGabSEYvBYxjKn,Weezer,Weezer (Teal Album),Take on Me,55,223560,FALSE,0.441,0.762,8,-3.857,1,0.0438,0.00568,3.31E-05,0.0865,0.743,167.964,4,power-pop,0.985430421
102076,1ycq2btx7kf6bXdWILZhXa,Anupam Roy,Piku,Bezubaan,53,341177,FALSE,0.403,0.56,2,-7.46,1,0.0362,0.354,5.71E-06,0.125,0.168,155.701,4,songwriter,0.248104474
81864,5voGwQrvBz8ZlhU05NZvw4,Ammy Virk;Shahid Mallya,Manmarziyaan (Original Motion Picture Soundtrack),Daryaa,63,261918,FALSE,0.567,0.526,8,-5.029,1,0.0251,0.153,2.34E-06,0.103,0.231,91.999,4,pop,0.322401054
